A3QC57KUVJP5EW:3ATPCQ38JAHXE3R8OPJDEUX09XRAYT,difficulty,0
A3QC57KUVJP5EW:3ATPCQ38JAHXE3R8OPJDEUX09XRAYT,engagement,8
APUPF3D94XYUQ:3ERET4BTVOGOPFSMS44M9R75500K9T,difficulty,5
APUPF3D94XYUQ:3ERET4BTVOGOPFSMS44M9R75500K9T,engagement,4
A2AYD8G2NV0RNQ:351SEKWQS2OVIT56PWM4A0IZLQADM8,difficulty,0
A2AYD8G2NV0RNQ:351SEKWQS2OVIT56PWM4A0IZLQADM8,engagement,8
A2M47XOMZJNOQF:3AQF3RZ55APQRAYATMAD94OY73BF6B,difficulty,0
A2M47XOMZJNOQF:3AQF3RZ55APQRAYATMAD94OY73BF6B,engagement,6
A30GJ0HHLO16E8:32UTUBMZ7I3LTJ1VPSWP26DC9YAVB0,difficulty,0
A30GJ0HHLO16E8:32UTUBMZ7I3LTJ1VPSWP26DC9YAVB0,engagement,7
A1ELSQD3B8GFGP:3B2X28YI3YM0ETMUOKOHQEXDS5JB6P,difficulty,4
A1ELSQD3B8GFGP:3B2X28YI3YM0ETMUOKOHQEXDS5JB6P,engagement,6
A2140Q2RMRJSBT:3KYQYYSHYXEJIWQI2C1H2474GQPDON,difficulty,5
A2140Q2RMRJSBT:3KYQYYSHYXEJIWQI2C1H2474GQPDON,engagement,6
A1U6A617Q95MTZ:3G5W44VEU9P34PFU6AAW18TS9DVKGK,difficulty,5
A1U6A617Q95MTZ:3G5W44VEU9P34PFU6AAW18TS9DVKGK,engagement,5
A2SY2N44N1RWVA:3QL2OFSM98PRVJKS116T39PH5G8NCI,difficulty,0
A2SY2N44N1RWVA:3QL2OFSM98PRVJKS116T39PH5G8NCI,engagement,4
A1UXQFP23OVEVQ:3X73LLYYQ3LICRV8NTKUE0MXI8DHNL,difficulty,0
A1UXQFP23OVEVQ:3X73LLYYQ3LICRV8NTKUE0MXI8DHNL,engagement,7
A2S5JE15ITRV7N:30BXRYBRP648ZL4MFUBHAJZOBKHHWC,difficulty,2
A2S5JE15ITRV7N:30BXRYBRP648ZL4MFUBHAJZOBKHHWC,engagement,4
AKTQD9Y44G495:3AAPLD8UCEOG740SKP66NZSP7QZHTM,difficulty,6
AKTQD9Y44G495:3AAPLD8UCEOG740SKP66NZSP7QZHTM,engagement,4
A2749DC85C9H0F:3IAEQB9FMGRRN5ZKTYSRJYKQJSOWDI,difficulty,1
A2749DC85C9H0F:3IAEQB9FMGRRN5ZKTYSRJYKQJSOWDI,engagement,8
A2A14Q1JLWW6R1:3G2UL9A02FLDCHJ4B3C1LCBH9FT67Z,difficulty,0
A2A14Q1JLWW6R1:3G2UL9A02FLDCHJ4B3C1LCBH9FT67Z,engagement,8
A2LMJ9PGUL962L:3ZQIG0FLQGNDHMZ6KJSLPKQXJZSWVH,difficulty,0
A2LMJ9PGUL962L:3ZQIG0FLQGNDHMZ6KJSLPKQXJZSWVH,engagement,8
A30J4IZCMCR31F:32Q90QCQ1US5KBJ30FK8158GWXGKE3,difficulty,2
A30J4IZCMCR31F:32Q90QCQ1US5KBJ30FK8158GWXGKE3,engagement,8
A2CF2BD4Q0ZDJN:3OS46CRSLH6FN7K0T1FHRQRKVX06VR,difficulty,3
A2CF2BD4Q0ZDJN:3OS46CRSLH6FN7K0T1FHRQRKVX06VR,engagement,7
A1FI50UYJVX3OF:3S96KQ6I9OBZVOVQYTNGWEDRFY6DT9,difficulty,5
A1FI50UYJVX3OF:3S96KQ6I9OBZVOVQYTNGWEDRFY6DT9,engagement,4
AFQKLIYNCVZTL:37TD41K0AJGOBWCX9XNF23ZNSFGSCZ,difficulty,5
AFQKLIYNCVZTL:37TD41K0AJGOBWCX9XNF23ZNSFGSCZ,engagement,10
A14WLAP6TCEKO0:3W2LOLRXLDMUTFO8ML480C7ZBM7KRH,difficulty,7
A14WLAP6TCEKO0:3W2LOLRXLDMUTFO8ML480C7ZBM7KRH,engagement,8
A3KCZB9IL6CVH:336KAV9KYSZ890W4BAQY8CE2X9ZY2A,difficulty,6
A3KCZB9IL6CVH:336KAV9KYSZ890W4BAQY8CE2X9ZY2A,engagement,5
AAKL8L5X64LWD:3DQQ64TANIS0C22AY7JMJS1FXBRWPW,difficulty,2
AAKL8L5X64LWD:3DQQ64TANIS0C22AY7JMJS1FXBRWPW,engagement,7
ACA6KEYX1WRUZ:3X66WABAJYPX8R7NL4IXKMCQYRBG37,difficulty,0
ACA6KEYX1WRUZ:3X66WABAJYPX8R7NL4IXKMCQYRBG37,engagement,9
A1O0BGHFTMPQM0:3MTMREQS4XPTPYW89O1PTXCKYP2AW5,difficulty,3
A1O0BGHFTMPQM0:3MTMREQS4XPTPYW89O1PTXCKYP2AW5,engagement,6
A2LC2DS8OH7NCA:3R2PKQ87NYFCQ4LSHANF1XYCDVIIMF,difficulty,1
A2LC2DS8OH7NCA:3R2PKQ87NYFCQ4LSHANF1XYCDVIIMF,engagement,3
A1EBQ9X6IN5OZC:3X1FV8S5JZYHK0965EO33H49PB6GV6,difficulty,2
A1EBQ9X6IN5OZC:3X1FV8S5JZYHK0965EO33H49PB6GV6,engagement,7
A3GEHH49HNJM57:3G2UL9A02FLDCHJ4B3C1LCBH9FX764,difficulty,3
A3GEHH49HNJM57:3G2UL9A02FLDCHJ4B3C1LCBH9FX764,engagement,8
A1HIQZEC2ER7GS:3PWWM24LHU5TUU5MY6S49ZQ04U182B,difficulty,5
A1HIQZEC2ER7GS:3PWWM24LHU5TUU5MY6S49ZQ04U182B,engagement,5
A20NITCOBY4775:39LOEL67OUCIFC152669S9VSA8138H,difficulty,5
A20NITCOBY4775:39LOEL67OUCIFC152669S9VSA8138H,engagement,7
A2EKR2ZFO10VMV:3UJ1CZ6IZJW3CB3IUN07OXTD0YZS5W,difficulty,0
A2EKR2ZFO10VMV:3UJ1CZ6IZJW3CB3IUN07OXTD0YZS5W,engagement,2
