Filename,aggressive,low name,low value,high name,high value,dif
186981.jpg,6.4796260300699995,064015.jpg,2.47923234207,186981.jpg,6.4796260300699995,4.000393687999999
074857.jpg,6.48913409538,163986.jpg,2.4889730240400003,074857.jpg,6.48913409538,4.000161071339999
025171.jpg,6.492927385210001,060892.jpg,2.49298922752,025171.jpg,6.492927385210001,3.999938157690001
112905.jpg,6.495373590519999,015700.jpg,2.49533246632,112905.jpg,6.495373590519999,4.000041124199999
186021.jpg,6.496123192840001,066715.jpg,2.4963064045700003,186021.jpg,6.496123192840001,3.9998167882700004
162594.jpg,6.496643358150001,048615.jpg,2.4965206403,162594.jpg,6.496643358150001,4.000122717850001
114255.jpg,6.50008097072,131915.jpg,2.5001568541999997,114255.jpg,6.50008097072,3.9999241165200004
049085.jpg,6.50008673521,029241.jpg,2.50017806979,049085.jpg,6.50008673521,3.99990866542
063810.jpg,6.50081615715,011397.jpg,2.50102855517,063810.jpg,6.50081615715,3.99978760198
153661.jpg,6.503890618709999,097235.jpg,2.50427969005,153661.jpg,6.503890618709999,3.999610928659999
007811.jpg,6.5057637378,097924.jpg,2.50598370801,007811.jpg,6.5057637378,3.9997800297899997
088687.jpg,6.50794659013,097002.jpg,2.5079302465,088687.jpg,6.50794659013,4.0000163436300005
109095.jpg,6.508413505519999,194118.jpg,2.50777907309,109095.jpg,6.508413505519999,4.000634432429999
060014.jpg,6.50873884014,094270.jpg,2.5090938998500003,060014.jpg,6.50873884014,3.99964494029
010504.jpg,6.51651557269,066878.jpg,2.5164653235,010504.jpg,6.51651557269,4.00005024919
110386.jpg,6.51843339217,038246.jpg,2.51818538192,110386.jpg,6.51843339217,4.000248010250001
085672.jpg,6.5195510816799995,029609.jpg,2.5195174307599997,085672.jpg,6.5195510816799995,4.00003365092
124298.jpg,6.5267074336199995,100003.jpg,2.52653914287,124298.jpg,6.5267074336199995,4.00016829075
153727.jpg,6.52778621383,126414.jpg,2.52781274759,153727.jpg,6.52778621383,3.9999734662399997
126528.jpg,6.53590791482,066797.jpg,2.5359715514500003,126528.jpg,6.53590791482,3.99993636337
052240.jpg,6.54238098325,091206.jpg,2.54266478752,052240.jpg,6.54238098325,3.99971619573
154044.jpg,6.54288824463,071470.jpg,2.5429993670599997,154044.jpg,6.54288824463,3.9998888775700006
077169.jpg,6.542889872869999,058057.jpg,2.54346084267,077169.jpg,6.542889872869999,3.999429030199999
071926.jpg,6.55741928572,017693.jpg,2.55742641309,071926.jpg,6.55741928572,3.99999287263
052930.jpg,6.55898731314,053005.jpg,2.5590032538,052930.jpg,6.55898731314,3.9999840593400005
111949.jpg,6.56115228138,093536.jpg,2.5604161291,111949.jpg,6.56115228138,4.00073615228
051469.jpg,6.56116938389,003127.jpg,2.56201128533,051469.jpg,6.56116938389,3.99915809856
123211.jpg,6.56860890801,163003.jpg,2.56870758213,123211.jpg,6.56860890801,3.99990132588
045937.jpg,6.56894978857,049427.jpg,2.56895449425,045937.jpg,6.56894978857,3.99999529432
168680.jpg,6.56913541444,065163.jpg,2.56929509323,168680.jpg,6.56913541444,3.9998403212099998
011629.jpg,6.5714106465499995,106336.jpg,2.57142442846,011629.jpg,6.5714106465499995,3.9999862180899997
046946.jpg,6.571771223019999,070884.jpg,2.57158559823,046946.jpg,6.571771223019999,4.000185624789999
139793.jpg,6.58077356123,143767.jpg,2.58102733591,139793.jpg,6.58077356123,3.99974622532
179200.jpg,6.5816152073800005,109456.jpg,2.58120785442,179200.jpg,6.5816152073800005,4.00040735296
021977.jpg,6.58274670541,113050.jpg,2.58273087668,021977.jpg,6.58274670541,4.00001582873
011602.jpg,6.5875010322000005,124971.jpg,2.58749989908,011602.jpg,6.5875010322000005,4.0000011331200005
018507.jpg,6.590882109190001,126858.jpg,2.59092046903,018507.jpg,6.590882109190001,3.999961640160001
087583.jpg,6.596748227719999,155810.jpg,2.59691737219,087583.jpg,6.596748227719999,3.999830855529999
092571.jpg,6.596821310549999,195233.jpg,2.5970083439,092571.jpg,6.596821310549999,3.9998129666499995
119306.jpg,6.599030355619999,154547.jpg,2.5995116989700002,119306.jpg,6.599030355619999,3.999518656649999
054159.jpg,6.599439585009999,144474.jpg,2.5995125607599996,054159.jpg,6.599439585009999,3.9999270242499994
124725.jpg,6.603867692300001,085175.jpg,2.60387459529,124725.jpg,6.603867692300001,3.9999930970100004
014145.jpg,6.60680781024,020511.jpg,2.60676543648,014145.jpg,6.60680781024,4.00004237376
084323.jpg,6.61290024228,166412.jpg,2.61285380253,084323.jpg,6.61290024228,4.00004643975
089040.jpg,6.62318417008,014965.jpg,2.62306981496,089040.jpg,6.62318417008,4.00011435512
183108.jpg,6.6294431287,123364.jpg,2.6294220792,183108.jpg,6.6294431287,4.000021049500001
088524.jpg,6.62999671622,062841.jpg,2.62994501898,088524.jpg,6.62999671622,4.00005169724
075690.jpg,6.63438496594,046885.jpg,2.63384834527,075690.jpg,6.63438496594,4.000536620669999
096872.jpg,6.63651782916,035175.jpg,2.63653476603,096872.jpg,6.63651782916,3.9999830631299997
152827.jpg,6.63853426235,014200.jpg,2.6385306587799997,152827.jpg,6.63853426235,4.000003603570001
137422.jpg,6.64033347105,117955.jpg,2.64036867695,137422.jpg,6.64033347105,3.9999647941
029612.jpg,6.64071133894,139701.jpg,2.6405123711000003,029612.jpg,6.64071133894,4.000198967839999
088131.jpg,6.648105216849999,028566.jpg,2.64784918803,088131.jpg,6.648105216849999,4.000256028819999
022634.jpg,6.65198378011,035103.jpg,2.65214162519,022634.jpg,6.65198378011,3.99984215492
046154.jpg,6.6607871012699995,195498.jpg,2.6606239344,046154.jpg,6.6607871012699995,4.000163166869999
067506.jpg,6.66106809053,003727.jpg,2.66115200092,067506.jpg,6.66106809053,3.9999160896099997
163226.jpg,6.66446914631,126727.jpg,2.66447289782,163226.jpg,6.66446914631,3.99999624849
026582.jpg,6.66865738746,040572.jpg,2.66873844242,026582.jpg,6.66865738746,3.9999189450399997
183538.jpg,6.67171113435,175790.jpg,2.67167309116,183538.jpg,6.67171113435,4.000038043189999
031716.jpg,6.6738398212900005,104819.jpg,2.67382427297,031716.jpg,6.6738398212900005,4.00001554832
166013.jpg,6.681700418689999,073604.jpg,2.68171929656,166013.jpg,6.681700418689999,3.9999811221299995
012584.jpg,6.68570771908,194437.jpg,2.6855966442400003,012584.jpg,6.68570771908,4.0001110748399995
094816.jpg,6.69149657388,040343.jpg,2.69148754295,094816.jpg,6.69149657388,4.00000903093
142159.jpg,6.69619497382,168463.jpg,2.6961111937299997,142159.jpg,6.69619497382,4.00008378009
170885.jpg,6.69775743944,043423.jpg,2.69778216815,170885.jpg,6.69775743944,3.9999752712900003
083021.jpg,6.70366172408,099630.jpg,2.70352955065,083021.jpg,6.70366172408,4.00013217343
063035.jpg,6.704922343200001,042273.jpg,2.7048989567799997,063035.jpg,6.704922343200001,4.0000233864200005
101536.jpg,6.7142993446300006,004103.jpg,2.71432559128,101536.jpg,6.7142993446300006,3.9999737533500004
003364.jpg,6.72557621222,061926.jpg,2.72568373802,003364.jpg,6.72557621222,3.9998924742
023754.jpg,6.7407259251900005,030977.jpg,2.7408516511400003,023754.jpg,6.7407259251900005,3.99987427405
163099.jpg,6.743592529169999,117612.jpg,2.7435413634900003,163099.jpg,6.743592529169999,4.000051165679999
176723.jpg,6.75586309845,170308.jpg,2.75599165473,176723.jpg,6.75586309845,3.99987144372
085089.jpg,6.77304060334,015535.jpg,2.77302474852,085089.jpg,6.77304060334,4.00001585482
059649.jpg,6.77325058281,148678.jpg,2.7733357870599997,059649.jpg,6.77325058281,3.9999147957500005
154412.jpg,6.77364332664,146415.jpg,2.77370452463,154412.jpg,6.77364332664,3.9999388020100004
034125.jpg,6.77368118122,184698.jpg,2.77373294796,034125.jpg,6.77368118122,3.9999482332599996
030129.jpg,6.77713063195,110115.jpg,2.77714872458,030129.jpg,6.77713063195,3.9999819073700005
032883.jpg,6.80436134725,127214.jpg,2.8042713762299996,032883.jpg,6.80436134725,4.000089971020001
026100.jpg,6.80856950797,122571.jpg,2.80852526508,026100.jpg,6.80856950797,4.00004424289
016460.jpg,6.82829996636,059121.jpg,2.8282892956200003,016460.jpg,6.82829996636,4.00001067074
059187.jpg,6.84421864739,002839.jpg,2.84422243278,059187.jpg,6.84421864739,3.99999621461
089093.jpg,6.87029735628,065519.jpg,2.87026915227,089093.jpg,6.87029735628,4.00002820401
048954.jpg,6.878620442180001,075017.jpg,2.8786193687299995,048954.jpg,6.878620442180001,4.000001073450001
116420.jpg,6.89100144343,001536.jpg,2.8910013264099996,116420.jpg,6.89100144343,4.000000117020001
145078.jpg,6.89555175366,011994.jpg,2.8955511879699998,145078.jpg,6.89555175366,4.000000565690001
058718.jpg,6.89741780502,049914.jpg,2.89743584482,058718.jpg,6.89741780502,3.9999819602
110369.jpg,6.89967172743,152897.jpg,2.8996805558,110369.jpg,6.89967172743,3.9999911716300005
183037.jpg,6.90816129923,128827.jpg,2.9081854766400004,183037.jpg,6.90816129923,3.9999758225899993
183144.jpg,6.912870279610001,132703.jpg,2.91287306186,183144.jpg,6.912870279610001,3.9999972177500007
109934.jpg,6.913471536880001,040737.jpg,2.91346396468,109934.jpg,6.913471536880001,4.000007572200001
122913.jpg,6.93749866208,135670.jpg,2.93743339356,122913.jpg,6.93749866208,4.00006526852
144125.jpg,6.989893755589999,126177.jpg,2.98981409801,144125.jpg,6.989893755589999,4.000079657579999
028757.jpg,7.0371657387,067625.jpg,3.03715469593,028757.jpg,7.0371657387,4.00001104277
142336.jpg,7.041714444089999,158717.jpg,3.04174061948,142336.jpg,7.041714444089999,3.999973824609999
071197.jpg,7.04524096,087307.jpg,3.0452097213200005,071197.jpg,7.04524096,4.00003123868
038546.jpg,7.14648231622,003119.jpg,3.1465172898100002,038546.jpg,7.14648231622,3.99996502641
127601.jpg,7.169433208189999,202269.jpg,3.16942966687,127601.jpg,7.169433208189999,4.000003541319999
076493.jpg,7.188058422949999,076456.jpg,3.18805637033,076493.jpg,7.188058422949999,4.000002052619999
065232.jpg,7.34445683619,099196.jpg,3.34445538456,065232.jpg,7.34445683619,4.00000145163
113079.jpg,7.4660617163600005,061572.jpg,3.46607388268,113079.jpg,7.4660617163600005,3.9999878336800005
